message_id,raw_message,normalized_message,intent,product_raw,product_canonical,unit_raw,unit_canonical,location_raw,location_canonical,price,currency,quantity,product_span_start,product_span_end,location_span_start,location_span_end,language,noise_level,has_typos,has_abbreviations,market_area,state,product_category,price_period,is_bulk,season,data_source,confidence_label,reviewed_by_human,notes,source_name,source_url
msg_0011,dawa dey 43750 for garki nw,sorghum is 43750 naira per bag in Garki Market,SUBMIT_PRICE,dawa,sorghum,bag,bag,garki,Garki Market,43750,NGN,,0,4,19,24,igbo_mixed,heavy,True,True,Garki Market,Abuja,grain,2026-01,False,festive,research_anchored_synthetic,medium,False,"Price anchor from BusinessDay_Jan2026; row text generated for WhatsApp NLU training. Use as training data, not live quote. Original intent=PRICE_REPORT; v3 span recalculated against product_raw/location_raw. Heavy-noise augmentation added in v3.",BusinessDay_Jan2026,https://businessday.ng/news/article/food-prices-ease-for-staples-as-cooking-oils-climb-in-january/
msg_0012,hw mch bns 4 Jos nw??,brown beans price in Jos Market,QUERY,bns,brown beans,kg,kg,Jos,Jos Market,,,,7,10,13,16,pidgin,heavy,True,True,Jos Market,Plateau,staple,,False,dry,research_anchored_synthetic,medium,False,"Price anchor from Channels_NBS_Mar2026; row text generated for WhatsApp NLU training. Use as training data, not live quote. Original intent=NEGOTIATE; v3 span recalculated against product_raw/location_raw. Heavy-noise augmentation added in v3.",Channels_NBS_Mar2026,https://www.channelstv.com/2026/05/07/consumers-pay-more-as-prices-of-eggs-beans-local-rice-others-rise-in-march/amp/
msg_0013,hw mch gero 4 garki nw??,millet price in Garki Market,QUERY,gero,millet,bag,bag,garki,Garki Market,,,,7,11,14,19,pidgin,heavy,True,True,Garki Market,Abuja,grain,,False,rainy,research_anchored_synthetic,medium,False,"Price anchor from BusinessDay_Jan2026; row text generated for WhatsApp NLU training. Use as training data, not live quote. Original intent=BULK_QUERY; v3 span recalculated against product_raw/location_raw. Heavy-noise augmentation added in v3.",BusinessDay_Jan2026,https://businessday.ng/news/article/food-prices-ease-for-staples-as-cooking-oils-climb-in-january/
msg_0014,spag na 850 pack 4 Jos tday,spaghetti is 850 naira per pack in Jos Market,SUBMIT_PRICE,spag,spaghetti,pack,pack,Jos,Jos Market,850,NGN,,0,4,19,22,pidgin,heavy,True,True,Jos Market,Plateau,processed_food,2026-01,False,dry,research_anchored_synthetic,medium,False,"Price anchor from BusinessDay_Jan2026; row text generated for WhatsApp NLU training. Use as training data, not live quote. Original intent=PRICE_REPORT; v3 span recalculated against product_raw/location_raw. Heavy-noise augmentation added in v3.",BusinessDay_Jan2026,https://businessday.ng/news/article/food-prices-ease-for-staples-as-cooking-oils-climb-in-january/
msg_0015,abg onins na how much @Sabon Gari 2day,onion bulb price in Sabon Gari Market,QUERY,onins,onion bulb,bag,bag,Sabon Gari,Sabon Gari Market,,,,4,9,23,33,pidgin,heavy,True,True,Sabon Gari Market,Kano,vegetable,,True,festive,research_anchored_synthetic,medium,False,"Price anchor from Channels_NBS_Mar2026; row text generated for WhatsApp NLU training. Use as training data, not live quote. Original intent=QUERY; v3 span recalculated against product_raw/location_raw. Heavy-noise augmentation added in v3.",Channels_NBS_Mar2026,https://www.channelstv.com/2026/05/07/consumers-pay-more-as-prices-of-eggs-beans-local-rice-others-rise-in-march/amp/
msg_0016,abg pmoil na how much @abakaliki 2day,palm oil price in Abakaliki Market,QUERY,pmoil,palm oil,25 litres,25 litres,abakaliki,Abakaliki Market,,,,4,9,23,32,pidgin,heavy,True,True,Abakaliki Market,Ebonyi,oil,,True,dry,research_anchored_synthetic,medium,False,"Price anchor from BusinessDay_Jan2026; row text generated for WhatsApp NLU training. Use as training data, not live quote. Original intent=QUERY; v3 span recalculated against product_raw/location_raw. Heavy-noise augmentation added in v3.",BusinessDay_Jan2026,https://businessday.ng/news/article/food-prices-ease-for-staples-as-cooking-oils-climb-in-january/
msg_0017,hw much gari dey Ilorin rn,white garri price in Ilorin Market,QUERY,gari,white garri,bag,bag,Ilorin,Ilorin Market,,,,8,12,17,23,pidgin,heavy,True,True,Ilorin Market,Kwara,staple,,True,dry,research_anchored_synthetic,medium,False,"Price anchor from Channels_NBS_Mar2026; row text generated for WhatsApp NLU training. Use as training data, not live quote. Original intent=COMPARE; v3 span recalculated against product_raw/location_raw. Heavy-noise augmentation added in v3.",Channels_NBS_Mar2026,https://www.channelstv.com/2026/05/07/consumers-pay-more-as-prices-of-eggs-beans-local-rice-others-rise-in-march/amp/
msg_0018,hw much chkn laps dey wuse mkt rn,chicken laps price in Wuse Market,QUERY,chkn laps,chicken laps,carton,carton,wuse mkt,Wuse Market,,,,8,17,22,30,yoruba_mixed,heavy,True,True,Wuse Market,Abuja,protein,,False,rainy,research_anchored_synthetic,medium,False,"Price anchor from Nairametrics_Lagos_Apr2026; row text generated for WhatsApp NLU training. Use as training data, not live quote. Original intent=QUERY; v3 span recalculated against product_raw/location_raw. Heavy-noise augmentation added in v3.",Nairametrics_Lagos_Apr2026,https://nairametrics.com/2026/04/26/lagos-food-prices-ease-in-april-2026-as-supply-improves-reversing-march-spike/
msg_0019,titus na 8200 kg 4 Utako tday,titus fish is 8200 naira per kg in Utako Market,SUBMIT_PRICE,titus,titus fish,kg,kg,Utako,Utako Market,8200,NGN,,0,5,19,24,pidgin,heavy,True,True,Utako Market,Abuja,protein,2026-04,False,festive,research_anchored_synthetic,medium,False,"Price anchor from Nairametrics_Lagos_Apr2026; row text generated for WhatsApp NLU training. Use as training data, not live quote. Original intent=PRICE_REPORT; v3 span recalculated against product_raw/location_raw. Heavy-noise augmentation added in v3.",Nairametrics_Lagos_Apr2026,https://nairametrics.com/2026/04/26/lagos-food-prices-ease-in-april-2026-as-supply-improves-reversing-march-spike/
msg_0020,hw much egg dey bodija rn,eggs price in Bodija Market,QUERY,egg,eggs,crate,crate,bodija,Bodija Market,,,,8,11,16,22,english,heavy,True,True,Bodija Market,Oyo,protein,,False,rainy,research_anchored_synthetic,medium,False,"Price anchor from Channels_NBS_Mar2026; row text generated for WhatsApp NLU training. Use as training data, not live quote. Original intent=QUERY; v3 span recalculated against product_raw/location_raw. Heavy-noise augmentation added in v3.",Channels_NBS_Mar2026,https://www.channelstv.com/2026/05/07/consumers-pay-more-as-prices-of-eggs-beans-local-rice-others-rise-in-march/amp/
msg_0021,jst buy onins 950/kg @Sabon Gari,onion bulb is 950 naira per kg in Sabon Gari Market,SUBMIT_PRICE,onins,onion bulb,kg,kg,Sabon Gari,Sabon Gari Market,950,NGN,10,8,13,22,32,english,heavy,True,True,Sabon Gari Market,Kano,vegetable,2026-03,False,rainy,research_anchored_synthetic,medium,False,"Price anchor from Channels_NBS_Mar2026; row text generated for WhatsApp NLU training. Use as training data, not live quote. Original intent=PRICE_REPORT; v3 span recalculated against product_raw/location_raw. Heavy-noise augmentation added in v3.",Channels_NBS_Mar2026,https://www.channelstv.com/2026/05/07/consumers-pay-more-as-prices-of-eggs-beans-local-rice-others-rise-in-march/amp/
msg_0022,mkt gist tomto=41400 basket yankura,tomatoes is 41400 naira per basket in Yankura Market,SUBMIT_PRICE,tomto,tomatoes,basket,basket,yankura,Yankura Market,41400,NGN,,9,14,28,35,pidgin,heavy,True,True,Yankura Market,Kano,vegetable,2026-01,False,dry,research_anchored_synthetic,medium,False,"Price anchor from BusinessDay_Jan2026; row text generated for WhatsApp NLU training. Use as training data, not live quote. Original intent=PRICE_REPORT; v3 span recalculated against product_raw/location_raw. Heavy-noise augmentation added in v3.",BusinessDay_Jan2026,https://businessday.ng/news/article/food-prices-ease-for-staples-as-cooking-oils-climb-in-january/
msg_0023,any1 knw gero price ph mkt,millet price in Port Harcourt Market,QUERY,gero,millet,bag,bag,ph mkt,Port Harcourt Market,,,,9,13,20,26,hausa_mixed,heavy,True,True,Port Harcourt Market,Rivers,grain,,False,harvest,research_anchored_synthetic,medium,False,"Price anchor from BusinessDay_Jan2026; row text generated for WhatsApp NLU training. Use as training data, not live quote. Original intent=QUERY; v3 span recalculated against product_raw/location_raw. Heavy-noise augmentation added in v3.",BusinessDay_Jan2026,https://businessday.ng/news/article/food-prices-ease-for-staples-as-cooking-oils-climb-in-january/
msg_0024,abg dawa na how much @akure 2day,sorghum price in Akure Market,QUERY,dawa,sorghum,bag,bag,akure,Akure Market,,,,4,8,22,27,igbo_mixed,heavy,True,True,Akure Market,Ondo,grain,,False,rainy,research_anchored_synthetic,medium,False,"Price anchor from BusinessDay_Jan2026; row text generated for WhatsApp NLU training. Use as training data, not live quote. Original intent=QUERY; v3 span recalculated against product_raw/location_raw. Heavy-noise augmentation added in v3.",BusinessDay_Jan2026,https://businessday.ng/news/article/food-prices-ease-for-staples-as-cooking-oils-climb-in-january/
msg_0025,any1 knw gnut oil price dawanau,groundnut oil price in Dawanau Market,QUERY,gnut oil,groundnut oil,25 litres,25 litres,dawanau,Dawanau Market,,,,9,17,24,31,hausa_mixed,heavy,True,True,Dawanau Market,Kano,oil,,True,dry,research_anchored_synthetic,medium,False,"Price anchor from BusinessDay_Jan2026; row text generated for WhatsApp NLU training. Use as training data, not live quote. Original intent=BULK_QUERY; v3 span recalculated against product_raw/location_raw. Heavy-noise augmentation added in v3.",BusinessDay_Jan2026,https://businessday.ng/news/article/food-prices-ease-for-staples-as-cooking-oils-climb-in-january/
msg_0026,mkt gist bns=1450 kg garki,brown beans is 1450 naira per kg in Garki Market,SUBMIT_PRICE,bns,brown beans,kg,kg,garki,Garki Market,1450,NGN,1,9,12,21,26,english,heavy,True,True,Garki Market,Abuja,staple,2026-03,False,harvest,research_anchored_synthetic,medium,False,"Price anchor from Channels_NBS_Mar2026; row text generated for WhatsApp NLU training. Use as training data, not live quote. Original intent=PRICE_REPORT; v3 span recalculated against product_raw/location_raw. Heavy-noise augmentation added in v3.",Channels_NBS_Mar2026,https://www.channelstv.com/2026/05/07/consumers-pay-more-as-prices-of-eggs-beans-local-rice-others-rise-in-march/amp/
msg_0027,pls price gero abakaliki asap,millet price in Abakaliki Market,QUERY,gero,millet,bag,bag,abakaliki,Abakaliki Market,,,,10,14,15,24,hausa_mixed,heavy,True,True,Abakaliki Market,Ebonyi,grain,,False,harvest,research_anchored_synthetic,medium,False,"Price anchor from BusinessDay_Jan2026; row text generated for WhatsApp NLU training. Use as training data, not live quote. Original intent=QUERY; v3 span recalculated against product_raw/location_raw. Heavy-noise augmentation added in v3.",BusinessDay_Jan2026,https://businessday.ng/news/article/food-prices-ease-for-staples-as-cooking-oils-climb-in-january/
msg_0028,hw mch gero 4 garki nw??,millet price in Garki Market,QUERY,gero,millet,bag,bag,garki,Garki Market,,,,7,11,14,19,pidgin,heavy,True,True,Garki Market,Abuja,grain,,False,rainy,research_anchored_synthetic,medium,False,"Price anchor from BusinessDay_Jan2026; row text generated for WhatsApp NLU training. Use as training data, not live quote. Original intent=AVAILABILITY; v3 span recalculated against product_raw/location_raw. Heavy-noise augmentation added in v3.",BusinessDay_Jan2026,https://businessday.ng/news/article/food-prices-ease-for-staples-as-cooking-oils-climb-in-january/
msg_0029,jst buy gnut oil 73700/25 litres @wuse mkt,groundnut oil is 73700 naira per 25 litres in Wuse Market,SUBMIT_PRICE,gnut oil,groundnut oil,25 litres,25 litres,wuse mkt,Wuse Market,73700,NGN,,8,16,34,42,yoruba_mixed,heavy,True,True,Wuse Market,Abuja,oil,2026-01,True,rainy,research_anchored_synthetic,medium,False,"Price anchor from BusinessDay_Jan2026; row text generated for WhatsApp NLU training. Use as training data, not live quote. Original intent=PRICE_REPORT; v3 span recalculated against product_raw/location_raw. Heavy-noise augmentation added in v3.",BusinessDay_Jan2026,https://businessday.ng/news/article/food-prices-ease-for-staples-as-cooking-oils-climb-in-january/
msg_0030,pmoil dey 1850 for dawanau nw,palm oil is 1850 naira per litre in Dawanau Market,SUBMIT_PRICE,pmoil,palm oil,litre,litre,dawanau,Dawanau Market,1850,NGN,,0,5,19,26,yoruba_mixed,heavy,True,True,Dawanau Market,Kano,oil,2026-01,False,dry,research_anchored_synthetic,medium,False,"Price anchor from BusinessDay_Jan2026; row text generated for WhatsApp NLU training. Use as training data, not live quote. Original intent=PRICE_REPORT; v3 span recalculated against product_raw/location_raw. Heavy-noise augmentation added in v3.",BusinessDay_Jan2026,https://businessday.ng/news/article/food-prices-ease-for-staples-as-cooking-oils-climb-in-january/
msg_0031,pls price gnut oil yankura asap,groundnut oil price in Yankura Market,QUERY,gnut oil,groundnut oil,litre,litre,yankura,Yankura Market,,,,10,18,19,26,yoruba_mixed,heavy,True,True,Yankura Market,Kano,oil,,False,rainy,research_anchored_synthetic,medium,False,"Price anchor from BusinessDay_Jan2026; row text generated for WhatsApp NLU training. Use as training data, not live quote. Original intent=QUERY; v3 span recalculated against product_raw/location_raw. Heavy-noise augmentation added in v3.",BusinessDay_Jan2026,https://businessday.ng/news/article/food-prices-ease-for-staples-as-cooking-oils-climb-in-january/
msg_0032,pls price freshpepper balogun asap,rodo pepper price in Balogun Market,QUERY,freshpepper,rodo pepper,medium bag,medium bag,balogun,Balogun Market,,,,10,21,22,29,english,heavy,True,True,Balogun Market,Lagos,vegetable,,False,festive,research_anchored_synthetic,medium,False,"Price anchor from Nairametrics_Lagos_Apr2026; row text generated for WhatsApp NLU training. Use as training data, not live quote. Original intent=AVAILABILITY; v3 span recalculated against product_raw/location_raw. Heavy-noise augmentation added in v3.",Nairametrics_Lagos_Apr2026,https://nairametrics.com/2026/04/26/lagos-food-prices-ease-in-april-2026-as-supply-improves-reversing-march-spike/
msg_0033,jst buy tomto 27400/small basket @bodija,tomatoes is 27400 naira per small basket in Bodija Market,SUBMIT_PRICE,tomto,tomatoes,small basket,small basket,bodija,Bodija Market,27400,NGN,,8,13,34,40,hausa_mixed,heavy,True,True,Bodija Market,Oyo,vegetable,2026-01,True,dry,research_anchored_synthetic,medium,False,"Price anchor from BusinessDay_Jan2026; row text generated for WhatsApp NLU training. Use as training data, not live quote. Original intent=PRICE_REPORT; v3 span recalculated against product_raw/location_raw. Heavy-noise augmentation added in v3.",BusinessDay_Jan2026,https://businessday.ng/news/article/food-prices-ease-for-staples-as-cooking-oils-climb-in-january/
msg_0034,jst buy spag 850/pack @dawanau,spaghetti is 850 naira per pack in Dawanau Market,SUBMIT_PRICE,spag,spaghetti,pack,pack,dawanau,Dawanau Market,850,NGN,5,8,12,23,30,english,heavy,True,True,Dawanau Market,Kano,processed_food,2026-01,False,harvest,research_anchored_synthetic,medium,False,"Price anchor from BusinessDay_Jan2026; row text generated for WhatsApp NLU training. Use as training data, not live quote. Original intent=PRICE_REPORT; v3 span recalculated against product_raw/location_raw. Heavy-noise augmentation added in v3.",BusinessDay_Jan2026,https://businessday.ng/news/article/food-prices-ease-for-staples-as-cooking-oils-climb-in-january/
msg_0035,pls price dawa balogun asap,sorghum price in Balogun Market,QUERY,dawa,sorghum,bag,bag,balogun,Balogun Market,,,,10,14,15,22,english,heavy,True,True,Balogun Market,Lagos,grain,,False,festive,research_anchored_synthetic,medium,False,"Price anchor from BusinessDay_Jan2026; row text generated for WhatsApp NLU training. Use as training data, not live quote. Original intent=COMPARE; v3 span recalculated against product_raw/location_raw. Heavy-noise augmentation added in v3.",BusinessDay_Jan2026,https://businessday.ng/news/article/food-prices-ease-for-staples-as-cooking-oils-climb-in-january/
msg_0036,hw mch kote 4 dawanau nw??,kote fish price in Dawanau Market,QUERY,kote,kote fish,kg,kg,dawanau,Dawanau Market,,,,7,11,14,21,pidgin,heavy,True,True,Dawanau Market,Kano,protein,,False,rainy,research_anchored_synthetic,medium,False,"Price anchor from Nairametrics_Lagos_Apr2026; row text generated for WhatsApp NLU training. Use as training data, not live quote. Original intent=BULK_QUERY; v3 span recalculated against product_raw/location_raw. Heavy-noise augmentation added in v3.",Nairametrics_Lagos_Apr2026,https://nairametrics.com/2026/04/26/lagos-food-prices-ease-in-april-2026-as-supply-improves-reversing-march-spike/
msg_0037,4eign rice na 62050 50kg bag 4 ph mkt tday,foreign rice is 62050 naira per 50kg bag in Port Harcourt Market,SUBMIT_PRICE,4eign rice,foreign rice,50kg bag,50kg bag,ph mkt,Port Harcourt Market,62050,NGN,,0,10,31,37,pidgin,heavy,True,True,Port Harcourt Market,Rivers,staple,2026-01,False,harvest,research_anchored_synthetic,medium,False,"Price anchor from BusinessDay_Jan2026; row text generated for WhatsApp NLU training. Use as training data, not live quote. Original intent=PRICE_REPORT; v3 span recalculated against product_raw/location_raw. Heavy-noise augmentation added in v3.",BusinessDay_Jan2026,https://businessday.ng/news/article/food-prices-ease-for-staples-as-cooking-oils-climb-in-january/
msg_0038,chkn laps dey 54950 for ph mkt nw,chicken laps is 54950 naira per carton in Port Harcourt Market,SUBMIT_PRICE,chkn laps,chicken laps,carton,carton,ph mkt,Port Harcourt Market,54950,NGN,,0,9,24,30,pidgin,heavy,True,True,Port Harcourt Market,Rivers,protein,2026-04,False,rainy,research_anchored_synthetic,medium,False,"Price anchor from Nairametrics_Lagos_Apr2026; row text generated for WhatsApp NLU training. Use as training data, not live quote. Original intent=PRICE_REPORT; v3 span recalculated against product_raw/location_raw. Heavy-noise augmentation added in v3.",Nairametrics_Lagos_Apr2026,https://nairametrics.com/2026/04/26/lagos-food-prices-ease-in-april-2026-as-supply-improves-reversing-march-spike/
msg_0039,gnut oil na 2600 litre 4 onitsha tday,groundnut oil is 2600 naira per litre in Onitsha Main Market,SUBMIT_PRICE,gnut oil,groundnut oil,litre,litre,onitsha,Onitsha Main Market,2600,NGN,,0,8,25,32,pidgin,heavy,True,True,Onitsha Main Market,Anambra,oil,2026-01,False,festive,research_anchored_synthetic,medium,False,"Price anchor from BusinessDay_Jan2026; row text generated for WhatsApp NLU training. Use as training data, not live quote. Original intent=PRICE_REPORT; v3 span recalculated against product_raw/location_raw. Heavy-noise augmentation added in v3.",BusinessDay_Jan2026,https://businessday.ng/news/article/food-prices-ease-for-staples-as-cooking-oils-climb-in-january/
msg_0040,update balogun: egg 6150 per crate,eggs is 6150 naira per crate in Balogun Market,SUBMIT_PRICE,egg,eggs,crate,crate,balogun,Balogun Market,6150,NGN,,16,19,7,14,english,heavy,True,True,Balogun Market,Lagos,protein,2026-03,False,dry,research_anchored_synthetic,medium,False,"Price anchor from Channels_NBS_Mar2026; row text generated for WhatsApp NLU training. Use as training data, not live quote. Original intent=PRICE_REPORT; v3 span recalculated against product_raw/location_raw. Heavy-noise augmentation added in v3.",Channels_NBS_Mar2026,https://www.channelstv.com/2026/05/07/consumers-pay-more-as-prices-of-eggs-beans-local-rice-others-rise-in-march/amp/
msg_0041,pls price titus mile12 asap,titus fish price in Mile 12 Market,QUERY,titus,titus fish,kg,kg,mile12,Mile 12 Market,,,,10,15,16,22,pidgin,heavy,True,True,Mile 12 Market,Lagos,protein,,False,harvest,research_anchored_synthetic,medium,False,"Price anchor from Nairametrics_Lagos_Apr2026; row text generated for WhatsApp NLU training. Use as training data, not live quote. Original intent=AVAILABILITY; v3 span recalculated against product_raw/location_raw. Heavy-noise augmentation added in v3.",Nairametrics_Lagos_Apr2026,https://nairametrics.com/2026/04/26/lagos-food-prices-ease-in-april-2026-as-supply-improves-reversing-march-spike/
msg_0042,mkt gist kote=8000 kg mile12,kote fish is 8000 naira per kg in Mile 12 Market,SUBMIT_PRICE,kote,kote fish,kg,kg,mile12,Mile 12 Market,8000,NGN,,9,13,22,28,yoruba_mixed,heavy,True,True,Mile 12 Market,Lagos,protein,2026-04,False,dry,research_anchored_synthetic,medium,False,"Price anchor from Nairametrics_Lagos_Apr2026; row text generated for WhatsApp NLU training. Use as training data, not live quote. Original intent=PRICE_REPORT; v3 span recalculated against product_raw/location_raw. Heavy-noise augmentation added in v3.",Nairametrics_Lagos_Apr2026,https://nairametrics.com/2026/04/26/lagos-food-prices-ease-in-april-2026-as-supply-improves-reversing-march-spike/
msg_0043,pls price titus mile12 asap,titus fish price in Mile 12 Market,QUERY,titus,titus fish,kg,kg,mile12,Mile 12 Market,,,,10,15,16,22,hausa_mixed,heavy,True,True,Mile 12 Market,Lagos,protein,,False,festive,research_anchored_synthetic,medium,False,"Price anchor from Nairametrics_Lagos_Apr2026; row text generated for WhatsApp NLU training. Use as training data, not live quote. Original intent=QUERY; v3 span recalculated against product_raw/location_raw. Heavy-noise augmentation added in v3.",Nairametrics_Lagos_Apr2026,https://nairametrics.com/2026/04/26/lagos-food-prices-ease-in-april-2026-as-supply-improves-reversing-march-spike/
msg_0044,hw mch gnut oil 4 onitsha nw??,groundnut oil price in Onitsha Main Market,QUERY,gnut oil,groundnut oil,litre,litre,onitsha,Onitsha Main Market,,,,7,15,18,25,pidgin,heavy,True,True,Onitsha Main Market,Anambra,oil,,False,rainy,research_anchored_synthetic,medium,False,"Price anchor from BusinessDay_Jan2026; row text generated for WhatsApp NLU training. Use as training data, not live quote. Original intent=QUERY; v3 span recalculated against product_raw/location_raw. Heavy-noise augmentation added in v3.",BusinessDay_Jan2026,https://businessday.ng/news/article/food-prices-ease-for-staples-as-cooking-oils-climb-in-january/
